Poles: 24 10 4
-7.2786685582069244e+10 4.4546608667085045e+10
-7.2786685582069244e+10 -4.4546608667085045e+10
-2.8553006816096714e+10 8.3330427951822861e+10
-2.8553006816096714e+10 -8.3330427951822861e+10
-5.2929500031648758e+10 1.2597380495144070e+11
-5.2929500031648758e+10 -1.2597380495144070e+11
-5.5215430020024002e+10 2.1267381331093243e+11
-5.5215430020024002e+10 -2.1267381331093243e+11
-1.1565418664383716e+11 2.7136220355118158e+11
-1.1565418664383716e+11 -2.7136220355118158e+11
-7.1050658173595230e+10 3.4216978363733978e+11
-7.1050658173595230e+10 -3.4216978363733978e+11
-7.2450501148859375e+10 4.1063597794642474e+11
-7.2450501148859375e+10 -4.1063597794642474e+11
-1.5268795836560947e+11 5.2311007507972412e+11
-1.5268795836560947e+11 -5.2311007507972412e+11
-1.1386041641614275e+11 5.5192255872640442e+11
-1.1386041641614275e+11 -5.5192255872640442e+11
-5.8159994509335403e+10 6.5639718760054663e+11
-5.8159994509335403e+10 -6.5639718760054663e+11
-6.9570663109172583e+09
-3.7163400393277008e+10
-1.0716407157488919e+11
-1.4662372673141250e+12
Residues: 34
